,Word,Count
38101,Alisyn,1
38102,Camerota,1
38103,Chalian,1
38104,Poll12042015,1
38105,"1441389522625false672787852246319104
Twitter",1
38106,Thanks12042015,1
38107,"13242022704966false672768400914055168
Twitter",1
38108,AndroidRussOnPolitics,1
38109,DrewMillington,1
38110,MrNiceeWatch,1
38112,cotton,1
38113,sheets,1
38114,BEDSERTA,1
38115,seketa77,1
38099,died12042015,1
38098,incoherent,1
38097,Jacobus,1
38088,"2037378502510false672877439400460290
Twitter",1
38082,"2301046611803false672913540525785092
Twitter",1
38083,WashingtonPost,1
38084,"2256238521701false672912359829200897
Twitter",1
38085,"21432315583495false672893989150982144
Twitter",1
38086,ClientJRubinBlogger,1
38087,Rubio12042015,1
38089,Bernardino,1
38096,Cheri,1
38090,report12042015,1
38091,"20351722045236false672876853120626688
Twitter",1
38092,Clientmarthamaccallum,1
38093,FoxNews12042015,1
38094,"1714508182470false672826404531257344
Twitter",1
38095,"1622326791969false672813246492090368
Twitter",1
38116,charitys,1
38117,failurecountries,1
38118,posed,1
38150,foxandfrlends,1
38144,tjljunior,1
38145,marinefreed,1
38146,recommendation,1
38147,TariffsTrade,1
38148,threading,1
38149,GolfWorld1s,1
38152,VERIFY,1
38141,ItIsJohnDoe,1
38153,CLAIMS,1
38154,RUSSIATRUMP,1
38155,TAINTED,1
38156,nbcdfw,1
38157,EricKingNBC5,1
38158,wIvankaTrump,1
38143,Whitehouse,1
38140,tattoos,1
38119,christsonton,1
38127,jaypeemoney,1
38121,reince,1
38122,Partyhope,1
38123,drugrunners,1
38124,chrisr52,1
38125,Elaine,1
38126,Chao,1
38130,shelbycockaxe,1
38138,httptcox6ssYloS,1
38131,andymurray,1
38132,httptcoZGBaetHnNt,1
38133,47M,1
38135,Russiahe,1
38136,487B,1
38137,navy,1
38081,BeCool,1
38080,"23523723434914false672926510924374016
Twitter",1
38079,httpstcovT3uGjiZ9B12042015,1
38031,MakeAmericaGreatAgainSnapchat,1
38023,TheSergioGarcia,1
38025,ldn1017,1
38026,katherine,1
38027,Christine8888,1
38028,Loses,1
38030,NEVADATrump2016,1
38032,Username,1
38020,Foxs,1
38033,httpstcouVBGpXzICo,1
38034,StephenWancha,1
38035,doingevery,1
38036,tbrandy100How,1
38037,WMDs,1
38038,HolidaysMakeAmericaGreatAgain,1
38022,HLN,1
38019,JedediahBila,1
38040,money100,1
38010,preferrex,1
38002,ArabianBusiness,1
38003,Dhabi,1
38004,httptcoQHqsF90sk6,1
38007,etcboring,1
38008,guybad,1
38009,DBottenhagen,1
38011,battling,1
38018,frightful,1
38012,stage4,1
38013,fast10032013,1
38014,"0359176820false385615008421670913
Twitter",1
38015,AndroidDougEFresh2,1
38016,calikal69,1
38017,GONG,1
38039,httpstcoSqim2YyoCH,1
38041,CONTROLLED,1
38077,"0033226681964false672936765611778048
Twitter",1
38069,Androiddavidd0069,1
38063,track06082014,1
38064,"15101753121false475656063501746176
Twitter",1
38065,mariaheck,1
38066,RobertsLiardon,1
38067,anymore09292013,1
38068,"01202810683false384125491235786752
Twitter",1
38070,theimpregnable,1
38061,2016Id,1
38071,syndrome,1
38072,wakestop,1
38073,bjmgraphics,1
38074,America12052015,1
38075,"0322388892299false672979365668499457
Twitter",1
38076,"01592519284952false672958422443286528
Twitter",1
38062,himWe,1
38060,killen2015,1
38043,panchOopanchOo,1
38050,partys,1
38044,Update,1
38045,Expose,1
38046,Coup,1
38047,FraudinChief,1
38048,alluding,1
38049,Informant,1
38051,Probing,1
38059,minion,1
38052,Thinker,1
38053,tantamount,1
38054,httptcoxuFsGUQY1d,1
38056,reasona0,1
38057,OctDec,1
38058,httptcoi8pTLtCMf3,1
37838,Navigator,1
37837,perpetuated,1
37836,projectveritas,1
37834,Bolsonaro,1
37622,kayvbb,1
37623,plight,1
37624,wTigerWoods,1
37625,AirwaysAmerican,1
37626,httptcoC868hkJf,1
37627,inTrump,1
37628,weeks85,1
37629,implode,1
37631,McMorris,1
37632,Rodgers,1
37633,unconstitutionally,1
37634,httptcoP8IwI74hF6,1
37635,mediarigged,1
37636,FIGHTER,1
37637,sean,1
37620,winneras,1
37619,MurrayUS,1
37618,jokeshould,1
37609,httptcoYTJPbPYdEp,1
37601,1billion,1
37603,Jaein,1
37604,lindseyderek,1
37605,Greatguy,1
37606,theBARBAshop,1
37608,stuffs,1
37610,httptco0ja1yS3gXO,1
37617,abaldwin31,1
37611,wyffnews4,1
37612,dollarmana,1
37613,todayTiger,1
37614,birdies,1
37615,immediatelyhe,1
37616,MikeDemkiw,1
37638,IcahnKravisBuffet,1
37639,menve,1
37640,lawyet,1
37668,httptcoGCtpS1WfeQ,1
37661,Kristin,1
37662,Fisher,1
37663,trumpgasm,1
37665,IPSOS,1
37666,DOMINATE,1
37667,httptcoqBsldeV4je,1
37669,BowersAllyson,1
37659,FightTonight,1
37670,alleras,1
37671,httptcoC6npFfEpM1,1
37672,Gains,1
37673,Marchgt,1
37674,4644,1
37675,vi85,1
37660,Apprenticebut,1
37658,USFKs,1
37641,Trump01022015,1
37649,7girl2boyPerez,1
37642,"213209823false551128838198292480
Twitter",1
37643,AndroidKdanielsK,1
37644,ShopFloorNAM,1
37646,Checking,1
37647,httpwwwtrumpnationalwestchestercom,1
37648,princeolivier13,1
37650,DailyTelegraph,1
37657,bombers,1
37651,reviewer,1
37652,NeilMidgley,1
37653,favour,1
37654,USAF,1
37655,B1B,1
37656,Lancer,1
37600,SilverSharen,1
37599,httptcoqVakUzXZAb,1
37598,HighSockSunday,1
37544,DemsGiving,1
37537,"21391100false306881187366969345
Twitter",1
37538,38T,1
37539,pittance,1
37540,problem02272013,1
37541,"21374716139false306880835498434561
Twitter",1
37542,Androidmrsafetyman110,1
37545,Lubitz,1
37535,ClientObomination1,1
37546,copilot,1
37547,httptcoUEhTRx5G,1
37548,yearcan,1
37549,Mullahs,1
37550,dronethey,1
37552,Inconceivable,1
37536,Thanks02272013,1
37534,"21394200false306881318879379456
Twitter",1
37554,AgentSanderson,1
37525,"220333619false306887319036768256
Twitter",1
37519,Nielsen,1
37520,away02272013,1
37521,"22033685false306887332328521728
Twitter",1
37522,inand,1
37523,nowdead,1
37524,silence02272013,1
37526,Clientfingerslinger,1
37533,much02272013,1
37527,Davis02272013,1
37528,"21430953false306882185632296960
Twitter",1
37529,Clientclstromgren,1
37530,that02272013,1
37531,"21403523false306881539562696707
Twitter",1
37532,ClientJustKieffer,1
37553,httptco2MoL3MrXgv,1
37555,absorbed,1
37597,Scotts,1
37586,Allowing,1
37579,Livetradingnews,1
37580,BALANCED,1
37581,apb51283,1
37582,T09192013,1
37583,"0156491722false380510758817525760
Twitter",1
37584,Androidcasey1137,1
37588,diseases,1
37576,KeithAshKASH,1
37589,513pango,1
37590,balanceddeficits,1
37591,ellenEspence,1
37593,PROVE,1
37594,Ukfan71,1
37595,BarryBnice,1
37578,httptco5SY7E3On,1
37575,JacksonvilleDaytona,1
37556,httptco9feMKt7E01052012,1
37563,Tht,1
37557,"1759548916false154985489852678144
TwitLonger",1
37558,advanage,1
37559,httptcotg0kBjzQ,1
37560,Tmezzy20,1
37561,LoomisEvan,1
37562,ton,1
37564,sugarhoney157,1
37574,Warm,1
37565,RTMatador,1
37567,viewerscelebritiessponsors,1
37570,httpstcoKmrMAt4Cea,1
37571,iBusinessLounge,1
37572,Fragrances,1
37573,Fragrance,1
37677,AJPerez,1
37678,httptcoAQVEdKZn,1
37679,Birkingirl,1
37788,RunJohnnyRun,1
37782,dept,1
37783,httptcomCmL2bg3P6,1
37784,SportsProverbs,1
37785,Till,1
37786,Mike12Currin,1
37787,gameplan,1
37789,TeamIan,1
37780,winsurance,1
37790,httptcoWyr6bOXWY7,1
37791,2paragraphs,1
37793,COAL,1
37794,injusticeand,1
37795,unrevealed,1
37796,DefundObamaCare,1
37781,httptcoW2Lru0takZ,1
37779,tvmario,1
37798,httptcoEGcnMnjZ,1
37769,MelanyAlVilla,1
37763,emerge,1
37764,kpmck63,1
37765,685,1
37766,Privacy,1
37767,irregularities,1
37768,Sewer,1
37770,"mode
f1",1
37777,gillibean8514,1
37771,nbc6,1
37772,httptcoKqvoeKLJAN,1
37773,Vukmir,1
37774,HouseI,1
37775,robspardello,1
37776,Leodolphin3,1
37797,191,1
37800,CONFLICTS,1
37761,CWilliamsRltr,1
37826,mph,1
37820,httptcoSZUazUdyTk,1
37821,300ft,1
37822,Ardrossan,1
37823,erupted,1
37824,flames,1
37825,165,1
37827,TheNewMrsTim,1
37818,Moseph81,1
37828,httptcoaZveAoW0,1
37829,mkathleenhunter,1
37830,hollyammon,1
37831,aews,1
37832,vindicate,1
37833,Jair,1
37819,"seen
f1",1
37817,Govsblah,1
37801,J58golf,1
37808,JayLefler,1
37802,enrollments,1
37803,httptcoLoVuJhXWEB,1
37804,provision,1
37805,declassification,1
37806,UNREDACTED,1
37807,perceived,1
37809,netanyahus,1
37816,partier,1
37810,OBrienand,1
37811,robertgwinjr,1
37812,edshow,1
37813,httptcoKzwmixmfW4,1
37814,kenzig,1
37815,overzealous,1
37762,emerged,1
37760,TradeHope,1
37680,79M,1
37708,BigTimeThey,1
37702,youmy,1
37703,TheKeshKid,1
37704,soupman227,1
37705,colors07022015,1
37706,"125556136315false616591134605856768
Twitter",1
37707,AndroidJulUSN,1
37709,hypocriticalYOUR,1
37700,brooklynvd,1
37710,urged,1
37711,Drivers,1
37714,httptcofy8hH8k6KP,1
37715,DaveDautel,1
37716,insights,1
37717,NationalDayofPrayer,1
37701,twitterThank,1
37699,governmentA,1
37719,Ebolas,1
37687,observer,1
37681,platinum,1
37682,songscrew,1
37683,3x,1
37684,httptcoZPg14zTjv5,1
37685,Citizens,1
37686,bigleaguetruth,1
37689,gofer,1
37698,httptcoctxhNsKVip,1
37691,fallback,1
37692,NYCTiggy,1
37693,Joanna,1
37694,lbstatkidd1977,1
37695,Jamesppierce,1
37696,"point
f1",1
37718,LIVE85,1
37720,httptco2wE9qVjD17,1
37759,posture,1
37751,epowell88,1
37744,procrastinate,1
37746,CaptainBlob,1
37747,jakeklopp24,1
37748,references,1
37749,DECENT,1
37750,ApprenticeNBChttptcoo4hF7E3HMr,1
37752,severance,1
37742,LisaLuciaTesta,1
37753,locale,1
37754,httptco2fgmJScbGa,1
37755,CutReform,1
37756,otherwiseand,1
37757,httptcoYRcqKNbG,1
37758,handshake,1
37743,sleuthjen,1
37741,flashes,1
37721,REALmikeedwards,1
37729,Xue2n,1
37722,certificateI,1
37723,Hallein,1
37724,Jcourtney95,1
37726,JarodPitmon10,1
37727,httptcoVcXIWR2y,1
37728,Nguyuc0u7877,1
37730,Phfac,1
37740,Nominated,1
37731,httptconWYqIvdOfT,1
37733,Bitter,1
37734,Irony,1
37735,httptcorBqh3KwfZZ,1
37738,Saints,1
37739,Megynkelly,1
38159,httptcoeBsfcw5izR,1
38160,StayonGreen,1
38161,did11012014,1
38485,allteamscards,1
38590,spidermonkex,1
38593,urgency,1
38594,AndyWHumphreys,1
38595,improvementsRobAstorino,1
38597,yourcousin,1
38598,forgets,1
38599,expressly,1
38600,christinaaa28,1
38601,baaaaaack,1
38602,finebut,1
38604,AntiDefamation,1
38605,ADL,1
38606,httptcoLWbuwYdXpu,1
38607,httptco7Tgnnje2eR,1
38608,wellnice,1
38589,Trumpseach,1
38588,KathyLooper,1
38587,sidePodesta,1
38578,httptcouQKNoHhv,1
38571,takedown,1
38573,adsdesperate,1
38574,CrystalJoanna,1
38575,TrumpRemain,1
38576,httptcoPQwR5XUh,1
38577,jaderomaine,1
38579,PressClubDC,1
38586,ObamaAnd,1
38580,NPCLunch,1
38581,httptco9HTxGAPRty,1
38582,AynsFriend,1
38583,AccountsRS,1
38584,AmitchellMo,1
38585,leaksthey,1
38610,you06272013,1
38611,"2355122829false350401961700499457
Twitter",1
38612,Snowdens,1
38645,sharonDay5,1
38638,httptcobl78QAMq,1
38639,httptcoy04JVKFsAN,1
38640,wompol,1
38641,scrubbed,1
38643,elspryte,1
38644,Judithdbailey,1
38646,Obsma,1
38636,monopolies,1
38648,RoadrunnerKD,1
38649,JuddApatow,1
38650,JohnMarkowitz,1
38651,Carodimo,1
38652,Veni,1
38653,Vidi,1
38637,AnnRomneys,1
38635,14many,1
38613,jetted,1
38625,doctorinflicted,1
38614,secrets06272013,1
38615,"2353025018false350401417493753858
Twitter",1
38616,ClientKeep,1
38617,httpstcoxEBlvGrny1,1
38621,dpinsen,1
38624,roofwhy,1
38626,YouTubes,1
38634,namesAMAZING,1
38627,Bruno,1
38628,exonerated,1
38630,selfless,1
38631,servants,1
38632,ANARCHY,1
38633,TrevorJames,1
38570,httptcoCpoKmt6EXD,1
38569,byTrump,1
38566,dedicate,1
38513,httptcof9UAbiFaab,1
38507,danowiggins,1
38508,trumpworld,1
38509,doseSpread,1
38510,JeffPetak,1
38511,misterdish69,1
38512,IAmFreedomMan,1
38514,hounding,1
38505,MontoyaMania,1
38515,soonlong,1
38517,TrumpWomensTourMakeAmericaGreatAgain,1
38518,pastnot,1
38520,3874,1
38522,12085,1
38523,enviroclean519,1
38506,favorited,1
38504,Snowing,1
38525,placeamazed,1
38495,BlacksForTrump08272016,1
38487,httpstcoY3SevhrRp1,1
38489,Hmmmcan,1
38490,TampahttptcoSDZUsknQ,1
38491,GoldJazz559,1
38492,BlackMenForBernie,1
38494,Regard,1
38496,"151852453810392false769554782151331840
Twitter",1
38503,httptcogWiy6t8eyS,1
38497,AndroidDiamondandSilk,1
38498,pingponging,1
38499,Official1MCD,1
38500,yvonnecr,1
38501,kim,1
38502,novak,1
38524,anniversaryBeautiful,1
38526,peopleI,1
38565,museumsthe,1
38555,"1149206055false373774502809075713
Twitter",1
38549,Hurry2live,1
38550,37years,1
38551,68story,1
38552,Hurry2Live,1
38553,PolitixChick,1
38554,now08312013,1
38556,LEADERSHIP08312013,1
38546,BooBooBear4U2,1
38557,"100012358168false373747038938480641
Twitter",1
38558,AndroidAveyahDoesWatch,1
38559,you08312013,1
38560,"09553600false373745879846748160
Twitter",1
38561,Androidjayneg53,1
38562,polite,1
38547,comin,1
38544,saywith,1
38527,canvas,1
38535,KristyHernandez,1
38528,workwithKG,1
38529,SchwabbieMan,1
38530,Amateurs,1
38531,RISES,1
38533,Jibz,1
38534,AGNateLee,1
38536,"u56451
f0",1
38543,Secretaty,1
38537,Fear,1
38538,SpectachttptconT7zundGmV,1
38539,5895,1
38540,httpstco7hcD22Txvy,1
38541,0306,1
38542,0745,1
38654,Vici,1
38655,beginniing,1
38658,httpbitly9rJ0sn,1
38766,cooperative,1
38760,DowntonAbbey,1
38761,Footprint,1
38762,Planes,1
38763,Cows,1
38764,leaguea,1
38765,buygood,1
38768,httptcoSgNDSLZgsG,1
38758,18142,1
38769,WowGolf,1
38770,coursehttptcoVV1IqUjU,1
38771,Olympian,1
38772,Paralympian,1
38773,TeamUSA,1
38774,Mahalo,1
38759,JoFroggatt,1
38757,13375,1
38776,Kai,1
38748,spabusinessmag,1
38741,downgrades,1
38742,httptco8eY1iFc5,1
38743,httptcoyHHeUbmACn,1
38745,httptcoAbDOSrzAZo,1
38746,rightninety,1
38747,bigjohnryan75,1
38749,US200m,1
38756,employerprovided,1
38750,httptcoiSSlYTWmTe05022014,1
38751,"0947151525false462166418105307136
Twitter",1
38752,Androidlovelyfighter8,1
38753,httptcoIV88nhnNzz,1
38754,BestPhotosEver,1
38755,Lisas,1
38775,fotgotten,1
38777,PATRIOTWE,1
38737,"03195430817160false440688053129318400
Twitter",1
38805,httptcoONelqemC,1
38799,mouth08252014,1
38800,"120727420646false503876306728415232
Twitter",1
38801,AM08252014,1
38802,"10135225100false503847722886373376
Twitter",1
38803,Androiddomenicsiracusa,1
38804,"SWAG
f1",1
38806,Performance85,1
38797,AndroidThat,1
38807,any85,1
38808,Roadway,1
38809,VerrazanoNarrows,1
38810,rusting,1
38811,Scrape,1
38812,Lesley,1
38798,Marbles,1
38796,"121045105125false503877134793076736
Twitter",1
38778,YOUYOU,1
38787,arseniohallshow,1
38779,AMERICAAMERICA,1
38780,httpstcoKSAv65FuiD,1
38781,avellacompany1,1
38782,RepMcSally,1
38783,BigguhMikez,1
38785,Legislate,1
38788,happengreat,1
38795,"1211501134false503877409826177024
Twitter",1
38789,spoiler,1
38790,minutes700,1
38791,GenevieveByrne,1
38792,ElishevaNY,1
38793,samir,1
38794,amazingggg08252014,1
38738,AndroidJWIAdvisory,1
38736,trueeasy03042014,1
38659,dkc628,1
38687,Putinnever,1
38681,LAPD,1
38682,httptcoamke76xg,1
38683,reluctant,1
38684,GandolfiniObama,1
38685,mefraud,1
38686,Arrest,1
38688,Separate,1
38679,Active,1
38689,piecesgreat,1
38690,rjbachor,1
38691,PatheticBarackObama,1
38692,sweetening,1
38693,httptconqyeOLry,1
38694,httptcolae0dJlK,1
38680,barricaded,1
38678,greatnobody,1
38696,simpleI,1
38668,Bradys,1
38660,Dorothy,1
38661,httptcoObIy0a2OSy,1
38662,SUN,1
38663,newspaperScotland,1
38666,depletion,1
38667,tropic20,1
38669,httptcoKDybxqvCuf,1
38677,httptcoFqIApU6gVC,1
38670,infiltration,1
38671,Informants,1
38673,expelled,1
38674,erratic,1
38675,Neighbors,1
38676,MindBlowing,1
38695,onespecially,1
38697,FreedomsPatriot,1
38734,dud,1
38726,2024with,1
38720,blighted,1
38721,CulzeanCastle,1
38722,httptcowQSIPBlv3o,1
38723,Fleur498,1
38724,stutskey,1
38725,trumpinternationaltowerlasvegas,1
38727,Wead,1
38718,BarronG510,1
38728,historian,1
38729,httptco1IjFi52y,1
38730,trentnanny09,1
38731,Traci,1
38732,jobsvideo,1
38733,httpstco4Q7oJHKoqV,1
38719,bucksfan2012,1
38717,httptcoyahdnd4Xyz,1
38698,P4tR10tBoo,1
38705,"u56394
f0",1
38699,souperfan2012,1
38700,souperfan2013,1
38701,wolfman708,1
38702,dryheat115,1
38703,"made
f1",1
38704,"amp
f1",1
38706,MissouriMakeAmericaGreatAgain,1
38716,Paulyp94,1
38707,httpstcowBmVxf1a9D,1
38708,Rosh,1
38709,Hashanah,1
38711,CCV77,1
38712,outnumbered,1
38713,139th,1
38486,AGAINTrump2016,1
38484,EXTRA,1
38162,"01151673108false528354554782679040
Twitter",1
38483,Munich,1
38266,WheresJose,1
38267,job04242014,1
38268,"0902141235false459255988647112704
Twitter",1
38269,AndroidRyanPaolucci,1
38271,"00520153false324686720085929984
Twitter",1
38272,AndroidSlave4Suzi,1
38273,KatrinaDeVita,1
38274,aliayacovlef,1
38275,rebroadcasting,1
38276,EPISODE,1
38277,FEATURING,1
38278,championshipss,1
38279,gbla,1
38280,httptcoOsGhBGxDEQ,1
38281,httptcofH8HJHwVgT,1
38263,httptcosOna1B4I,1
38262,CPACThanks,1
38261,dubenezic,1
38250,True08282014,1
38244,SeppBlatterP,1
38245,valuables,1
38246,satisfied05312015,1
38247,"1947397259false605098331291959298
Twitter",1
38248,httptcoE7KnHSxrkT,1
38249,rcmillershow,1
38251,"0120551318false504800762317508609
Twitter",1
38260,Plouffe,1
38252,kristinstape,1
38253,champ08282014,1
38254,"0118551727false504800259374333952
Twitter",1
38255,AndroidEmpireofSocial,1
38256,Warrants,1
38259,Convenient,1
38282,31174,1
38283,Maximum,1
38284,16000,1
38314,Trumppresident,1
38308,TRUMPONOMICS,1
38309,mormanc,1
38310,Participate,1
38311,1776,1
38312,Coalitions,1
38313,httptcolw88Ut0K3Q,1
38315,leksi0731,1
38306,httptcowSiSn5IP,1
38316,pasVote,1
38319,Isaacs,1
38320,RomeroRobbins,1
38321,Blarescape3,1
38322,respectability,1
38323,lasannewton,1
38307,StephenMoore,1
38305,messjust,1
38285,validated,1
38294,FerryPoint,1
38287,RossMcCutchen,1
38288,tiesthey,1
38290,perfectionist,1
38291,MeeMawBellefleu,1
38292,predicts,1
38293,Golfs,1
38295,alleged,1
38303,Tears,1
38296,incidents,1
38298,complexities,1
38299,COMMENTS,1
38300,BLATANTLY,1
38301,VIOLATED,1
38302,GoldenGlobe,1
38243,janetaylorann,1
38242,Stick,1
38241,capitalist,1
38191,Openings,1
38184,respective,1
38185,NATOS85,1
38186,Fold,1
38187,httpbitlyn7Ahdk,1
38188,21Club,1
38190,Anticipated,1
38192,BSticklen,1
38181,"02243417405947false702680558057422849
Twitter",1
38193,httptcoNFTwpTlrPm,1
38194,MedievalSwan,1
38195,deathif,1
38196,increasePAY,1
38197,CHARITY,1
38198,AmandaGeorge22,1
38182,AndroidHosierN,1
38180,MakeAmericaGreatAgain02252016,1
38200,kidsalty,1
38169,TheDorkKnite,1
38163,groupsWe,1
38164,late10312014,1
38165,"234447228249false528331784002740224
Twitter",1
38166,Androidhabsfan80743103,1
38167,hotspots,1
38168,httptcoRkeju1ZKFc,1
38170,MentionSomebodyYouWantToMeet,1
38179,Sonny,1
38171,Myth,1
38172,S2155,1
38173,Regulatory,1
38175,httpstcogi0qGe6ukX,1
38176,AndreaTantaross,1
38178,RealSonnyNewman,1
38199,stormhurricane,1
38201,thumbhttptcoty5zZXDL,1
38239,BarackObamagreat,1
38230,RepKenBuck,1
38224,athompson362,1
38225,rrogers19,1
38226,httpstcoEtpzrfChMZ,1
38227,httptcoCr0OOd5Loi,1
38228,BenFergusonShow,1
38229,oped,1
38231,RapidsIA,1
38222,gwenstefani,1
38232,crossbowdave,1
38233,hoped,1
38234,urges,1
38235,httptcodh5ibmgS,1
38237,TRUMPPAUL,1
38238,1BrianPadilla,1
38223,httptcowqzRKvpaa9,1
38221,irrelevantglad,1
38202,Hikers,1
38209,killingsbad,1
38203,gsesays,1
38204,Overwhelming,1
38205,election10032015,1
38206,"02251012522317false650134465029742592
Twitter",1
38207,Androidmormontim,1
38208,franklin,1
38210,usage,1
38219,cleanup,1
38211,pfgabriel,1
38213,litter,1
38214,httptcoTqKkClY4VL,1
38215,httpstco62DKEm5XVm,1
38216,httptcoexnWuXuPwA,1
38218,150000,1
38325,WordgirlSmith,1
38328,17000,1
38329,6000,1
38438,Honors,1
38432,STOP12052015,1
38433,"0336087852000false672982761033097216
Twitter",1
38434,Androidcurtiscraven76,1
38435,BrosHoban,1
38436,antipolice,1
38437,agitators,1
38439,YuliEdelstein,1
38428,AFCAllaeldein,1
38440,100uc0u8242,1
38441,httptcopBBxb1p2ga,1
38442,PulseNightClub,1
38443,shooting85,1
38444,talsept58,1
38445,avail,1
38431,TeamTrumpPA,1
38427,"u57255
f0",1
38447,bobby2700,1
38418,"00222300false329752693465829377
Twitter",1
38411,AndroidDrake4444444,1
38412,compliment05022013,1
38413,"00391844false329756950915067904
Twitter",1
38414,AndroidNeviahM,1
38415,detectives,1
38417,case05022013,1
38419,AndroidTMPLUSII,1
38426,u56613,1
38420,AlexDub182821,1
38421,wss,1
38422,STRONGLY,1
38423,rileynordquist,1
38424,"old
f1",1
38425,u56485,1
38446,markesque,1
38448,BarbaraDeStasio,1
38409,Newsweek05022013,1
38475,httptcocOzcwtSRFh,1
38468,Parslow88,1
38470,relate,1
38471,grass,1
38472,chance04192015,1
38473,"224153531false589921888136253440
Twitter",1
38474,Androiddiscjocke52,1
38476,trixdelavega,1
38466,Sickens,1
38477,universe,1
38478,HOLD,1
38479,DATE,1
38480,gatherings,1
38481,"TRUMP
f1",1
38482,TrumpOrNobody2016,1
38467,dainbramaged,1
38465,cr7oned,1
38449,Thanksgivings,1
38456,JCOTheAmerican,1
38450,OPECs,1
38451,httptcohR2kh5iO,1
38452,JayMichaelsProd,1
38453,registrations,1
38454,httpstcoV84qfN4oz1,1
38455,Congratulation,1
38457,outsmarted,1
38464,rapists,1
38458,831B,1
38459,ridicuous,1
38460,41M,1
38461,httptcoacb1EiXg,1
38462,abaker20,1
38463,seanspicer,1
38410,"005054370155false329759872163909632
Twitter",1
38408,comingjust,1
38331,illegallybut,1
38360,httptcouTkqPOQv,1
38354,HadasGold,1
38355,MAF,1
38356,httptco2c3kW42h,1
38357,asia,1
38358,mexicovote,1
38359,AmbeyLambey,1
38361,DaveCC1109,1
38352,Geno,1
38362,ZachJohnsonPGA,1
38363,competitiors,1
38364,OpenChampionship,1
38365,TGambinoVent,1
38366,plez,1
38367,OMAROSA01052015,1
38353,httptcouuevm2mNb6,1
38351,AndroidTRUEASmith,1
38369,AndroidCarrieOn2014,1
38338,Registration,1
38332,larryelder,1
38333,BEWARE,1
38334,TrumpDerangementSyndrome,1
38335,planets,1
38336,Regime,1
38337,undercut,1
38339,cufflinksMacys,1
38350,"0654231511false376961765567123456
Twitter",1
38340,preferable,1
38342,Maimonides,1
38343,httptcoCELNUe0O,1
38346,WileyBiz,1
38348,RiqardPaliq,1
38349,nice09092013,1
38368,"025521525false551934952674443265
Twitter",1
38370,TexasStrong,1
38407,parking,1
38398,leaderthen,1
38391,TheBarkerBaker,1
38393,Heroes,1
38394,PERSONALLY,1
38395,Duck,1
38396,troll,1
38397,solutionsBarackObamas,1
38399,TruthorRumor,1
38388,55198,1
38400,realArthurSpina,1
38402,that05022013,1
38403,"0141221011false329772571925028865
Twitter",1
38404,Magazinelooks,1
38405,flimsy,1
38406,handout,1
38389,50678,1
38387,OceanspectacularhttptcolydaXl5hOU,1
38371,twillnurse,1
38378,sanctimonious,1
38372,teerexbc,1
38373,peachespulliam,1
38374,thecelebrityapprentice,1
38375,DonaldTrump01052015,1
38376,"021154218false551924017029206016
Twitter",1
38377,AndroidGagaInFla,1
38379,stairs,1
38386,KamsUnited,1
38380,KAREN,1
38381,HANDEL,1
38382,securitya,1
38383,cherI,1
38384,rugits,1
38385,surgeries,1
40067,KevinWeatherbee,1
40068,AGSchneidermanjust,1
40069,SexysBack,1
41767,4pm,1
41713,"2028301114022242false765284051938926592
Twitter",1
41714,iPhoneCLINTON,1
41715,REFUGEE,1
41716,COULD,1
41717,620000,1
41718,TERM,1
41719,LIFETIME,1
41720,COST,1
41721,Lydiaxoxo,1
41723,ChipB,1
41725,bigtime,1
41726,callsHes,1
41727,GeraldSoelz,1
41728,atriumit,1
41729,tourist,1
41712,iPhoneAmericasMerkel,1
41711,"185914988221303false765623972234948608
Twitter",1
41710,iPhoneAnother,1
41701,"042201438112439false765765603743391744
Twitter",1
41695,"163637550615574false765950471160954884
Twitter",1
41696,"132441358511121false765902170084483073
Twitter",1
41697,iPhoneLawandOrder,1
41698,httpstcoqqSfOfgdap08172016,1
41699,"043904541215092false765769891278381056
Twitter",1
41700,ImWithYouTranscript,1
41702,MakeAmericaGreatAgain08172016,1
41709,"192257700217199false765629939811020802
Twitter",1
41703,"014816407816141false765726909925851136
Twitter",1
41704,communism,1
41705,marketsCont,1
41706,"231718586417099false765688915932045313
Twitter",1
41707,"223857763918464false765679267086684161
Twitter",1
41708,2point,1
41730,Per,1
41731,DESTROYS,1
41732,coolermy,1
41758,Punchy,1
41752,hirings,1
41753,httptcoQPbkOEhijj,1
41754,boardroom85,1
41755,TERMINATE,1
41756,diversity,1
41757,vulnerabilities,1
41759,SullyThinks,1
41750,DaveyD147,1
41760,JesusMohammad,1
41761,Macysthanks,1
41762,CENTURY21,1
41763,httptcowT0Yhv5j,1
41764,NOSE,1
41765,wthought,1
41751,315000,1
41749,lcolosimo61,1
41733,AgusCaloEvery,1
41740,httptcoA4pgF5Xh,1
41734,inspirationThanks,1
41735,VolitanLioness,1
41736,714,1
41737,bigsI,1
41738,Dead,1
41739,httptcokfII0sd3,1
41741,Willthe,1
41748,JCippy,1
41742,TED,1
41743,caholcom53,1
41744,MakingAmericaGreatAgain,1
41745,MassBucketry,1
41746,wDon,1
41747,httptcoEfP0LClaOv,1
41694,"164657606016440false765953073072058368
Twitter",1
41693,ClientMakeAmericaSafeAgain,1
41692,"1657581594737300false765955844055760896
Twitter",1
41647,G7Taormina,1
41641,vctr67,1
41642,latter,1
